vpdmfId	journalTitle	nlmId	abbr	ISSN
14891	Cloning and stem cells	101125444	Cloning Stem Cells	1536-2302
14892	Computers, informatics, nursing : CIN	101141667	Comput Inform Nurs	1538-2931
14893	Alces (Thunder Bay, Ont.)	101142287	Alces	0835-5851
14894	Cellular pharmacology	9433354	Cell. Pharmacol.	1351-3214
14895	Clinical & experimental optometry : journal of the Australian Optometrical Association	8703442	Clin Exp Optom	0816-4622
14896	Journal of cosmetic and laser therapy : official publication of the European Society for Laser Dermatology	101136419	J Cosmet Laser Ther	1476-4172
14897	Gensei Dobutsugaku Zasshi	101142544	Gensei Dobutsugaku Zasshi	0388-3752
14898	Delpinoa : nuova serie del Bullettino dell'Orto botanico della Universita di Napoli	101142598	Delpinoa	0416-928X
14899	Psychology and psychotherapy	101135751	Psychol Psychother	1476-0835
14900	Journal for specialists in pediatric nursing : JSPN	101142025	J Spec Pediatr Nurs	1539-0136
14901	Perspectives on sexual and reproductive health	101140654	Perspect Sex Reprod Health	1538-6341
14902	PHC4 FYI / Pennsylvania Health Care Cost Containment Council	101141791	PHC4 FYI	XXXX-XXXX
14903	The European journal of genetic toxicology	101142929	Eur. J. Genet. Mol. Toxicol.	XXXX-XXXX
14904	Zhongguo shou yi za zhi = Chinese journal of veterinary medicine	9883986	Zhongguo Shou Yi Za Zhi	0529-6005
14905	The journal of Northeast Agricultural University	101142816	J. Northeast Agric. Univ.	1006-8104
14906	Asian cardiovascular & thoracic annals	9503417	Asian Cardiovasc Thorac Ann	0218-4923
14907	Zbornik Biotehniske fakultete Univerze v Ljubljani. Kmetijstvo (1990)	101143081	Zb. Bioteh. Fak. Univ. Ljubl. Kmet. Supl.	1408-3493
14908	Acta Universitatis Carolinae. Geographica. Univerzita Karlova	101084490	Acta Univ Carol Geogr	0300-5402
14909	The International migration review	0253002	Int Migr Rev	0197-9183
14910	NHPF issue brief / National Health Policy Forum, George Washington University	101142615	NHPF Issue Brief	XXXX-XXXX
14911	Yunnan nong ye da xue xue bao = Journal of Yunnan Agricultural University	101143161	Yunnan Nong Ye Da Xue Xue Bao	1004-390X
14912	Impact on HIV	100889152	Impact HIV	XXXX-XXXX
14913	Journal of health management	100883502	J Health Manag	0972-0634
14914	Culture, health & sexuality	100883416	Cult Health Sex	1369-1058
14915	Asia-Pacific population & policy	9892316	Asia Pac Pop Policy	0891-6683
14916	Academy news (Milwaukee, Wis.)	9892218	Acad News	1094-4745
14917	Medical Bulletin Of Uganda	9892181	Med Bull Uganda	XXXX-XXXX
14918	Family Urology	9891808	Fam Urol	1523-634X
14919	Tuberculosis And Airborne Disease Weekly	9891727	Tuberc Airborne Dis Wkly	XXXX-XXXX
14920	Ford Foundation report (New York, N.Y. : 1992)	9891627	Ford Found Rep	1063-7281
14921	Self	9891539	Self	0149-0699
14922	Arrows for change	9891479	Arrows Change	1394-4444
14923	Perspectives internationales du planning familial	9891398	Perspect Internation Plan Fam	XXXX-XXXX
14924	Perspectivas internacionales en planificacion familiar	9891399	Perspect Int Planif Fam	0190-3195
14925	Educator's update	9891273	Educ Update	1092-2687
14926	National Family Health Survey bulletin	9891258	Natl Fam Health Surv Bull	1083-8678
14927	Sex weekly plus	9891194	Sex Wkly Plus	1090-8633
14928	Abortion Review	9891042	Abortion Rev	0262-7299
14929	Journal Of Human Behavior In The Social Environment	9890976	J Hum Behav Soc Environ	1091-1359
14930	Journal of applied probability	9890561	J Appl Probab	0021-9002
14931	Journal of mathematical analysis and applications	9890562	J Math Anal Appl	0022-247X
14932	Kangaroo	9890557	Kangaroo	1122-8474
14933	Evaluation practice	9890130	Eval Pract	0886-1633
14934	The history of the family : an international quarterly	9890099	Hist Fam	1081-602X
14935	Audit Unit News	9890020	Audit Unit News	XXXX-XXXX
14936	Hepatitis Weekly	9889970	Hepatitis Wkly	1086-0223
14937	Malaria weekly	9889651	Malar Wkly	1086-0231
14938	Network en francais	9889499	Netw Fr	0890-4839
14939	AIDS weekly plus	9889385	AIDS Wkly Plus	XXXX-XXXX
14940	Contraception Report	9889353	Contracept Rep	XXXX-XXXX
14941	Science communication	9889281	Sci Commun	1075-5470
14942	Indian journal of gender studies	9889180	Indian J Gend Stud	0971-5215
14943	CAFS news : a Centre for African Family Studies (CAFS) newsletter	9889025	CAFS News	XXXX-XXXX
14944	The journal of the Royal Anthropological Institute	9888875	J R Anthropol Inst	1359-0987
14945	Women's health weekly	9888828	Womens Health Wkly	1078-7240
14946	Governing	9888349	Governing	0894-3842
14947	Populasi	9888243	Populasi	0853-0262
14948	Vaccine weekly	9888223	Vaccine Wkly	1074-2921
14949	Infection control weekly	9888226	Infect Control Wkly	1074-2905
14950	Personal Relationships	9887828	Pers Relatsh	1350-4126
14951	School psychology review	9887369	School Psych Rev	0279-6015
14952	Violence Update	9887372	Violence Update	1052-2689
14953	Global child health news & review	9887259	Glob Child Health New Rev	1192-9073
14954	The American prospect	9887109	Am Prospect	1049-7285
14955	Scandinavian journal of social welfare	9886923	Scand J Soc Welf	0907-2055
14956	Communication theory : CT : a journal of the International Communication Association	9886794	Commun Theory	1050-3293
14957	International Health And Development	9886758	Int Health Dev	XXXX-XXXX
14958	Anthropology & archeology of Eurasia	9886706	Anthropol Archeol Eurasia	1061-1959
14959	The Career development quarterly	9886666	Career Dev Q	0889-4019
14960	The International journal for the psychology of religion	9886605	Int J Psychol Relig	1050-8619
14961	Journal of voluntary action research	9886051	J Volunt Action Res	0094-0607
14962	Canadian social work review = Revue canadienne de service social	9886062	Can Soc Work Rev	0820-909X
14963	Concern	9885994	Concern (Anaheim)	XXXX-XXXX
14964	Journal of multicultural social work	9885967	J Multicult Soc Work	1042-8224
14965	Front Lines	9885972	Front Lines	XXXX-XXXX
14966	Asia-Pacific POPIN bulletin	9885376	Asia Pac POPIN Bull	1014-885X
14967	Journal of multicultural counseling and development	9885385	J Multicult Couns Devel	0883-8534
14968	Epitheorese Koinonikon Ereunon	9885346	Epitheor Koin Ereun	0013-9696
14969	Safe motherhood	9885332	Safe Mother	1014-952X
14970	Global environmental change : human and policy dimensions	9884942	Glob Environ Change	0959-3780
14971	Discourse processes	9884426	Discourse Process	0163-853X
14972	Journal Of The Egyptian Society Of Obstetrics And Gynecology	9884274	J Egypt Soc Obstet Gynecol	0258-3216
14973	Cadernos De Pesquisas	9884056	Cad Pesqui	0100-1574
14974	Gender and education	9883964	Gend Educ	0954-0253
14975	Ford Foundation letter. Ford Foundation	9883746	Lett Ford Found	0015-699X
14976	Planejamento Agora	9883584	Planej Agora	0103-0922
14977	Medicina De Hoje	9883578	Med Hoje	0100-0748
14978	Journal of the Community Development Society	9883454	J Community Dev Soc	0010-3829
14979	Journal of applied statistics	9883455	J Appl Stat	0266-4763
14980	IRCS medical science: Cardiovascular system	9883431	IRCS Med Sci Cardiovasc Syst	0305-6732
14981	Popline	9883011	Popline	XXXX-XXXX
14982	UNICEF news	9882931	UNICEF News	0379-2854
14983	Ecological modelling	9882888	Ecol Modell	0304-3800
14984	Chain drug review	9882684	Chain Drug Rev	0164-9914
14985	The Journal of environmental education	9882655	J Environ Educ	0095-8964
14986	Sociology of sport journal	9882612	Sociol Sport J	0741-1235
14987	Men's reproductive health	9882558	Men's Reprod Health	0891-7817
14988	Ob/gyn World	9882517	Ob/Gyn World	XXXX-XXXX
14989	School Psychology International	9882436	Sch Psychol Int	0143-0343
14990	Family life educator	9882418	Fam Life Educ	0732-9962
14991	The Coevolution quarterly	9882410	Coevol Q	0095-134X
14992	Action For Children	9882221	Action Child	1010-3384
14993	International migration (Geneva, Switzerland)	9882227	Int Migr	0020-7985
14994	Industry week	9881954	Ind Week	0039-0895
14995	Population headliners	9881964	Popul Headl	0252-3639
14996	Social Science News Letter	9881966	Soc Sci New Lett	0743-8974
14997	Birth Psychology Bulletin	9881599	Birth Psychol Bull	0734-3124
14998	Simulation	9881268	Simulation	0037-5497
14999	Refugee reports	9881212	Refug Rep	0884-3554
15000	Environmental action	9881170	Environ Aciton	0013-922X
15001	Population And Environmental Psychology Newsletter	9881034	Popul Environ Psychol Newsl	XXXX-XXXX
15002	Grassroots Development	9880942	Grassroots Dev	0733-6608
15003	Social Marketing Forum	9880517	Soc Mark Forum	XXXX-XXXX
15004	Teaching Sociology	9880435	Teach Sociol	0092-055X
15005	Joicfp News	9880223	JOICFP News	0911-0755
15006	Fpop Bulletin	9879834	Fpop Bull	XXXX-XXXX
15007	Journal Of Rural Development	9879807	J Rural Dev	0970-3357
15008	Social studies (Philadelphia, Pa. : 1953)	9879796	Soc Stud	0037-7996
15009	Sociology of work and occupations	9879748	Sociol Work Occup	0093-9285
15010	Dghs Chronicle	9879634	DGHS Chron	0971-0132
15011	Management science	9879580	Manage Sci	0025-1909
15012	Glimpse (Dhaka, Bangladesh)	9879552	Glimpse	0253-7508
15013	Ippa - Newsletter	9879448	IPPA Newsl	XXXX-XXXX
15014	Telecommunications policy	9879423	Telecomm Policy	0308-5961
15015	Data user news	9879442	Data User News	0096-9877
15016	American educational research journal	9879361	Am Educ Res J	0002-8312
15017	Health for the millions	9879305	Health Millions	0970-8685
15018	Migration	9879218	Migration	XXXX-XXXX
15019	Statistical Reporter / Office Of Federal Statistical Policy And Standards	9879152	Stat Report	0039-050X
15020	Diarrhoea Dialogue	9879116	Diarrhoea Dialogue	XXXX-XXXX
15021	Research In Sociology Of Education And Socialization	9879034	Res Sociol Educ Social	0197-5080
15022	Population Data Information Service	9878880	Popul Data Inf Serv	0115-5164
15023	Journal of comparative economics	9878840	J Comp Econ	0147-5967
15024	Labour and society	9878843	Labour Soc	0378-5408
15025	Notas de poblacion	9878844	Notas Poblacion	0303-1829
15026	Pro Familia Informationen	9878846	Pro Fam Inf	0721-1198
15027	Journal Of Developing Areas	9878849	J Dev Areas	0022-037X
15028	New internationalist	9878851	New Int	0305-9529
15029	Tiers-monde	9878853	Tiers Monde	XXXX-XXXX
15030	Studies in comparative international development	9878854	Stud Comp Int Dev	0039-3606
15031	Yojana	9878855	Yojana	0044-0515
15032	Cambridge journal of economics	9878838	Cambridge J Econ	0309-166X
15033	Future	9878820	Future	XXXX-XXXX
15034	Development dialogue	9878825	Dev Dialogue	0345-2328
15035	Bangladesh Development Studies	9878828	Bangladesh Dev Stud	0304-095X
15036	Boletin mensual de estadisticas (Colombia. Departamento Administrativo Nacional de Estadisticas)	9878829	Bol Mens Estad DANE	0010-1370
15037	ZPG reporter	9878810	ZPG Report	0199-0071
15038	Improving human performance quarterly	9878782	Improv Hum Performance Q	0146-3756
15039	Cpc Research Review	9878718	CPC Res Rev	XXXX-XXXX
15040	International journal of remote sensing	9878707	Int J Remote Sens	0143-1161
15041	Network - International Fertility Research Program	9878684	Netw Int Fertil Res Program	XXXX-XXXX
15042	Pediatric alert	9878654	Pediatr Alert	0160-0184
15043	Revista De Statistica	9878553	Rev Stat	0556-6398
15044	Polish ecological studies	9878442	Pol Ecol Stud	0324-8763
15045	Famille et developpement	9878457	Fam Dev	XXXX-XXXX
15046	Ciencia y desarrollo	9878168	Cienc Desarro	0185-0008
15047	Mazingira	9878114	Mazingira	0250-6858
15048	Southern economic journal	9877794	South Econ J	0038-4038
15049	AV communication review	9877675	Av Commun Rev	0001-2890
15050	RF illustrated	9877188	RF Illus	0090-9599
15051	Ethos (Berkeley, Calif.)	9877005	Ethos	0091-2131
15052	Chicago today (University of Chicago)	9876948	Chic Today	0577-7321
15053	Chinese sociology and anthropology	9876951	Chin Sociol Anthropol	0009-4625
15054	Urban affairs quarterly	9876742	Urban Aff Q	0042-0816
15055	Statistica Neerlandica	9876667	Stat Neerl	0039-0402
15056	Statistical Notes Of Japan	9876668	Stat Notes Jpn	0561-922X
15057	Soviet Sociology	9876654	Sov Soc	0038-5824
15058	Pan-African journal	9876445	Pan Afr J	0031-0565
15059	Mondes En Developpement	9876330	Mondes Dev	0302-3052
15060	Korea journal	9876229	Korea J	0023-3900
15061	Jewish Journal Of Sociology	9876182	Jew J Sociol	0021-6534
15062	Animal production	9875866	Anim Prod	0003-3561
15063	Annales Academiae Scientiarum Fennicae. Series A. 3, Geologica--geographica	9875867	Ann Acad Sci Fenn A 3 Geol Geogr	0066-197X
15064	Ethnic Groups	9875740	Ethnic Groups	0308-6860
15065	Acta Endocrinologica Panamericana	9875565	Acta Endocrinol Panam	0065-1192
15066	Business economics (Cleveland, Ohio)	9875543	Bus Econ	0007-666X
15067	The Asia Foundation news	9875517	Aisa Found News	0735-0740
15068	International organization	9875518	Int Organ	0020-8183
15069	Ciencia Y Sociedad	9875527	Cienc Soc	0378-7680
15070	Sankhya	9875503	Sankhya	0036-4452
15071	University Of North Carolina News Letter	9875257	Univ N C News Lett	0886-2621
15072	Warta Demografi	9875210	Warta Demografi	0125-9679
15073	Rumah Tangga Dan Kesehatan	9875217	Rumah Tangga Kesehatan	0485-6015
15074	Zero Population Growth national reporter	9875135	Zero Popul Growth Natl Rep	0049-8718
15075	Tropical Health	9815996	Trop Heal	XXXX-XXXX
15076	Aidscaptions	9815998	Aidscaptions	XXXX-XXXX
15077	African journal of fertility, sexuality, and reproductive health	9815675	Afr J Fertil Sexual Reprod Heal	XXXX-XXXX
15078	Journal of immigrant health	9815654	J Immigr Health	1096-4045
15079	Journal of health & population in developing countries	9815637	J Health Popul Dev Ctries	1095-8940
15080	Sexual health exchange	9813116	Sex Health Exch	1388-3046
15081	Review of social policy	9809667	Rev Soc Policy	0918-788X
15082	ACOG educational bulletin	9801903	ACOG Educ Bull	XXXX-XXXX
15083	Archives of otolaryngology	9716259	Arch Otolaryngol	0276-0673
15084	Lyon Mediterranee medical. Medecine du Sud-Est	9714169	Lyon Mediterr Med Med Sud Est	0766-5466
15085	Initiatives in reproductive health policy	9712251	Initiat Reprod Health Policy	1086-4350
15086	Africa women & health : a Safe Motherhood magazine	9710379	Afr Women Health	XXXX-XXXX
15087	Perspectives in health : the magazine of the Pan American Health Organization	9710450	Perspect Health	1020-5551
15088	Advances in bioethics	9706388	Adv Bioeth	XXXX-XXXX
15089	Front lines research	9700871	Front Lines Res	1076-5425
15090	Advances in abortion care / IPAS	9613964	Adv Abort Care	1063-6781
15091	Revista medica del IPSS / Instituto Peruano de Seguridad Social	9612483	Rev Med IPSS	1022-0240
15092	Dirasat. Medical and biological sciences	9612496	Dirasat Med Biol Sci	1026-3772
15093	Child health dialogue	9607833	Child Health Dialogue	1363-2094
15094	Journal of the College of Physicians and Surgeons--Pakistan : JCPSP	9606447	J Coll Physicians Surg Pak	1022-386X
15095	Acquired immunodeficiency syndrome (AIDS) weekly surveillance report / AIDS Activity, Center for Infectious Diseases, Centers for Disease Control	9605860	Acquir Immunodefic Syndr (AIDS) Wkly Surveill Rep	XXXX-XXXX
15096	Current issues in public health	9604505	Curr Issues Public Health	1076-7762
15097	AIDS/STD health promotion exchange	9602418	AIDS STD Health Promot Exch	1384-2692
15098	Facts about infant feeding	9602348	Facts Infant Feed	XXXX-XXXX
15099	JK practitioner : a journal of current clinical medicine & surgery	9602083	JK Pract	0971-8834
15100	The Canadian journal of human sexuality	9516982	Can J Hum Sex	1188-4517
15101	Alexandria journal of pharmaceutical sciences	9516732	Alex J Pharm Sci	1110-1792
15102	Africa link : a publication of the Africa Region	9510758	Afr Link	0250-698X
15103	Violence against women	9506308	Violence Against Women	1077-8012
15104	Psikhologyah : ketav 'et mada'i Yisre&#x02be;eli le-'iyun ule-mehkar	9505810	Psikhologyah	0792-2949
15105	Psychodynamic counselling	9503424	Psychodyn Couns	1353-3339
15106	NARESA monograph	9501763	NARESA Mongr	XXXX-XXXX
15107	Malawi medical journal : the journal of Medical Association of Malawi	9500170	Malawi Med J	1995-7262
15108	Action contre le SIDA	9441771	Action Contre SIDA	XXXX-XXXX
15109	Estudos demograficos : revista do Gabinete de Estudos Demograficos do Instituto Nacional de Estatistica	9440575	Estud Demogr	0871-875X
15110	African journal of health sciences	9439497	Afr J Health Sci	1022-9272
15111	African journal of medical practice / African Academy of Sciences	9439289	Afr J Med Pract	1023-8190
15112	Journal of clinical psychology in medical settings	9435680	J Clin Psychol Med Settings	1068-9583
15113	Kyklos : Jahrbuch des Instituts fur Geschichte der Medizin an der Universitat Leipzig	9429578	Kyklos	XXXX-XXXX
15114	Arteres et veines	9426966	Arteres Veines	0293-5090
15115	Maandstatistiek van de bevolking (Hague, Netherlands : 1982)	9426925	Maandstat Bevolking	0168-6240
15116	Revista ABP-APAL / Associacao Brasileira de Psiquiatria and Asociacion Psiquiatrica de America Latina	9426823	Rev ABPAPAL	0102-7646
15117	EPA journal / United States Environmental Protection Agency, Office of Public Awareness	9426499	Epa J	0145-1189
15118	Abortion research notes / International Reference Center for Abortion Research	9426492	Abort Res Notes	0361-1116
15119	Health technology directions	9426490	Health Technol Dir	0730-8620
15120	Essential drugs monitor	9426455	Essent Drugs Monit	1015-0919
15121	Dialogue on diarrhoea	9426468	Dialogue Diarrhoea	0950-0235
15122	Al Azhar medical journal = Majallat al-Tibb al-Azhar	9426436	Al Azhar Med J	1110-0400
15123	Nufusbilim dergisi	9426243	Nufusbil Derg	0259-6334
15124	Ren kou yan jiu = Renkou yanjiu	9426170	Renkou Yanjiu	1000-6087
15125	Links (New York, N.Y.)	9426127	Links	0894-3036
15126	Australian journal of marriage & family	9426100	Aust J Marriage Fam	1034-652X
15127	New Egyptian journal of medicine	9426075	New Egypt J Med	1110-1946
15128	Revue europeenne de dermatologie et de MST	9426085	Rev Eur Dermatol MST	1140-5325
15129	Population sciences (Cairo, Egypt)	9425997	Popul Sci	1110-7502
15130	Feminism & psychology	9425963	Fem Psychol	0959-3535
15131	National geographic research	9425974	Natl Geogr Res	8755-724X
15132	Hemispheres (Paris, France)	9425836	Hemispheres	1150-7276
15133	Washington memo	9425851	Wash Memo Alan Guttmacher Inst	0739-4179
15134	Journal of human ecology (Delhi, India)	9425769	J Hum Ecol	0970-9274
15135	Journal of refugee studies	9425740	J Refug Stud	0951-6328
15136	Health and sexuality	9425716	Health Sex	1054-2957
15137	The Australian journal of anthropology	9425670	Aust J Anthropol	1035-8811
15138	WHO features	9425448	WHO Feature	XXXX-XXXX
15139	In point of fact	9425449	In Point Fact	XXXX-XXXX
15140	Bulletin (Gandhigram Institute of Rural Health and Family Welfare Trust)	9425452	Bull Gandhigram Inst Rural Health Fam Welf Trust	XXXX-XXXX
15141	Pacific AIDS alert bulletin / South Pacific Commission	9425419	Pac AIDS Alert Bull	1018-2152
15142	Indian journal of maternal and child health : official publication of Indian Maternal and Child Health Association	9425426	Indian J Matern Child Health	0970-8928
15143	Revista del Colegio de Medicos y Cirujanos de Guatemala	9425195	Rev Col Med Cir Guatem	XXXX-XXXX
15144	Majalah demografi Indonesia	9425126	Majalah Demografi Indones	0126-0251
15145	Revista medica de Mocambique	9425006	Rev Med Moamb	0254-5705
15146	Revista de ciencias biomedicas	9425008	Rev Cinc Biomed	0101-322X
15147	Cahiers de sexologie clinique	9424905	Cah Sexol Clin	0336-5913
15148	Sheng zhi yu bi yun = Reproduction and contraception	9424867	Shengzhi Yu Biyun	0253-357X
15149	USAID highlights	9424339	USAID Highlights	0899-6016
15150	Developpement et sante : revue de perfectionnement medical et sanitaire en pays tropical	9423528	Dev Sante	0396-8014
15151	Journal of agromedicine	9421530	J Agromedicine	1059-924X
15152	Progress in human reproduction research	9419940	Prog Hum Reprod Res	1564-0655
15153	References en gynecologie obstetrique	9418470	Ref Gynecol Obstet	1244-8168
15154	CVI forum	9417807	CVI Forum	1021-5182
15155	Diagnostics in Africa	9316757	Diagn Afr	0969-5796
15156	Planned parenthood challenges / International Planned Parenthood Federation	9315638	Plan Parent Chall	XXXX-XXXX
15157	Journal SOGC : journal of the Society of Obstetricians and Gynaecologists of Canada	9315246	J SOGC	0849-5831
15158	World AIDS day features	9312664	World AIDS Day Features	XXXX-XXXX
15159	Advances in population : psychosocial perspectives	9309603	Adv Popul	XXXX-XXXX
15160	Canadian AIDS news	9308285	Can AIDS News	1188-0325
15161	Pakistan population review	9306907	Pak Popul Rev	XXXX-XXXX
15162	TeLinde's operative gynecology updates	9307014	TeLindes Oper Gynecol Updates	1060-5681
15163	China population newsletter	9306691	China Popul Newsl	1000-9043
15164	China population today	9306692	China Popul Today	XXXX-XXXX
15165	Evolutionary anthropology	9306331	Evol. Anthropol.	1060-1538
15166	ORGYN : Organon's magazine on women & health	9303358	ORGYN	XXXX-XXXX
15167	Archives of STD/HIV research	9303070	Arch STD HIV Res	1071-0906
15168	The Canadian journal of ob/gyn & women's health care	9303107	Can J Ob Gyn Womens Health Care	1183-2517
15169	Georgia epidemiology report / Georgia Dept. of Human Resources, Office of Epidemiology	9301257	Ga Epidemiol Rep	XXXX-XXXX
15170	Femina : revista da Federacao Brasileira das Sociedades de Ginecologia e Obstetricia	9214672	Femina	0100-7254
15171	National women's health report	9212752	Natl Womens Health Rep	0741-9147
15172	Contemporary oncology	9212078	Contemp Oncol	1061-0383
15173	Populacao & desenvolvimento	9210925	Popul Desenvolv	0102-8332
15174	Journal of family and economic issues	9209844	J Fam Econ Issues	1058-0476
15175	Ethique	9208917	Ethique	1151-5422
15176	Mothers and children	9208655	Mothers Child	0272-6912
15177	Population education in Asia and the Pacific newsletter	9204315	Popul Educ Asia Pac Newsl Forum	XXXX-XXXX
15178	Family planning world	9203289	Family Plan World	XXXX-XXXX
15179	STD bulletin	9201493	STD Bull	XXXX-XXXX
15180	AVSC news (Association for Voluntary Surgical Contraception (U.S.))	9114467	AVSC News	XXXX-XXXX
15181	Reviews in clinical gerontology	9114340	Rev Clin Gerontol	0959-2598
15182	AIDS & society	9112545	AIDS Soc	1055-0380
15183	Enfoques en atencion primaria	9112254	Enfoques Aten Prim	0716-2774
15184	International child health	9111859	Int Child Health	1016-8699
15185	Earthwatch	9111593	Earthwatch	XXXX-XXXX
15186	World Health Organization AIDS technical bulletin	9110090	WHO AIDS Tech Bull	1013-0845
15187	The COBASHECA (community based health care) newsletter	9109893	COBASHECA	XXXX-XXXX
15188	Avances en psicologia clinica latinoamericana	9108921	Av Piscol Clin Latinonot	0120-3797
15189	Acta medica dominicana : revista cientifica para medicos	9108626	Acta Med Dom	0379-4857
15190	Current obstetrics & gynaecology	9106558	Curr Obstet Gynaecol	0957-5847
15191	Journal of health education / Association for the Advancement of Health Education	9102137	J Health Educ	1055-6699
15192	Jornal de psicologia	9100347	J Psicol	0870-4783
15193	Popnet	9100109	Popnet	XXXX-XXXX
15194	Drug and alcohol review	9015440	Drug Alcohol Rev	0959-5236
15195	Journal of the Bahrain Medical Society = Majallat Jam'iyat al-Atibba' al-Bahrayniyah	9015286	J Bahrain Med Soc	1015-6321
15196	Venereology : official publication of the National Venereology Council of Australia	9012965	Venereology	1032-1012
15197	Psychology and developing societies	9011546	Psychol Dev Soc J	0971-3336
15198	WorldAIDS	9011394	WorldAIDS	0954-6510
15199	AIDS health promotion exchange / World Health Organization, Global Programme on AIDS, Health Promotion Unit	9007757	AIDS Health Promot Exch	1013-7785
15200	L' Eurobiologiste	9007307	Eurobiologiste	0999-5749
15201	Imbonezamuryango = Famille, sante, developpement / Republique rwandaise, Office national de la population (ONAPO)	9006527	Imbonezamuryango	XXXX-XXXX
15202	Families in society : the journal of contemporary human services	9005375	Fam Soc	1044-3894
15203	Integration (Tokyo, Japan)	9001944	Integration	0916-0582
15204	Boletim epidemiologico. AIDS / Ministerio da Saude	9001291	Bol Epidemiol AIDS	1517-1159
15205	Egyptian medical journal	9000233	Egypt Med J	XXXX-XXXX
15206	Early education and development	8918109	Early Educ Dev	1040-9289
15207	SCN news / United Nations, Administrative Committee on Coordination, Subcommittee on Nutrition	8915871	SCN News	XXXX-XXXX
15208	Journal of the Pennsylvania Academy of Science	8915781	J Pa Acad Sci	1044-6753
15209	NCP bulletin / Nutrition Center of the Philippines	8915232	NCP Bull	0115-4265
15210	Foresight (Los Angeles, Calif.)	8912643	Foresight	XXXX-XXXX
15211	Medical journal of the Islamic Republic of Iran	8910777	Med J Islam Repub Iran	1016-1430
15212	Virus information exchange newsletter for South-East Asia and the Western Pacific	8910066	Virus Inf Exch Newsl South East Asia West Pac	0813-5444
15213	Contemporary reviews in obstetrics and gynaecology	8908156	Contemp Rev Obstet Gynaecol	0953-9182
15214	Revista brasileira de estudos de populacao	8907472	Rev Bras Estud Popul	0102-3098
15215	Population trends and public policy	8904046	Popul Trends Public Policy	0736-7716
15216	AIDS watch	8903697	AIDS Watch	XXXX-XXXX
15217	The American journal of gynecologic health	8901820	Am J Gynecol Health	0895-3643
15218	Bangladesh journal of microbiology / Bangladesh Society of Microbiologists	8901561	Banglad J Microbiol	1011-9981
15219	Psikhologicheskii zhurnal	8900824	Psikholog Zh	0205-9592
15220	AIDS action	8900887	AIDS Action	0953-0096
15221	Immunologia clinica	8813019	Immunol Clin	XXXX-XXXX
15222	Journal of psychology & human sexuality	8813032	J Psychol Human Sex	0890-7064
15223	Journal of contemporary ethnography	8809953	J Contemp Ethnogr	0891-2416
15224	Biomedical bulletin / Association for Voluntary Sterilization, Inc	8809104	Biomed Bull	0271-6771
15225	Psychology & health	8807983	Psychol Health	0887-0446
15226	Perinatologia y reproduccion humana / INPer	8807349	Perinatol Reprod Hum	0187-5337
15227	Current research on occupations and professions	8806749	Curr Res Occup Prof	1043-3287
15228	The Seoul journal of medicine	8805455	Seoul J Med	XXXX-XXXX
15229	Immunology and allergy clinics of North America	8805635	Immunol Allergy Clin North Am	0889-8561
15230	Africa's population and development bulletin	100954607	Afr Popul Dev Bull	XXXX-XXXX
15231	Malaysian journal of reproductive health : a publication of the Reproductive Research Centre of the National Population and Family Development Board, Malaysia	8804319	Malays J Reprod Health	0127-3213
15232	Annals of biology	8802806	Ann Biol	0970-0153
15233	International journal of adolescence and youth	8802674	Int J Adolesc Youth	0267-3843
15234	Fibrinolysis	8712243	Fibrinolysis	0268-9499
15235	Medical science research	8711539	Med Sci Res	0269-8951
15236	Asian population studies series / Economic Commission for Asia and the Far East	8710537	Asian Popul Stud Ser	0066-8451
15237	Behaviour change : journal of the Australian Behaviour Modification Association	8709379	Behav Change	0813-4839
15238	Scientist (Philadelphia, Pa.)	8709295	Scientist	0890-3670
15239	Advances in adolescent mental health	8705787	Adv Adolesc Mental Health	0891-9879
15240	Journal of family violence	8704564	J Fam Violence	0885-7482
15241	Asia-Pacific population journal / United Nations	8702448	Asia Pac Popul J	0259-238X
15242	Biology and society : the journal of the Eugenics Society	8702454	Biol Soc	0266-3880
15243	Early childhood research quarterly	8701754	Early Child Res Q	0885-2006
15244	Sexual and marital therapy : journal of the Association of Sexual and Marital Therapists	8610937	Sex Marital Ther	0267-4653
15245	L'Ateneo parmense. Acta naturalia : organo della Societa di medicina e scienze naturali di Parma	8606167	Ateneo Parmense Acta Nat	1123-7333
15246	Women's health update	8605663	Womens Health Update	8756-7849
15247	Botswana national health bulletin / issued by the National Health Institute	8605327	Botsw Natl Health Bull	XXXX-XXXX
15248	Pharmacy update	8603621	Pharm Update	0267-7334
15249	The Journal of research and education in Indian medicine	8602438	J Res Educ Indian Med	0970-7700
15250	AIDS information exchange / the United States Conference of Mayors	8601082	AIDS Inf Exch	0891-7426
15251	European journal of sexually transmitted diseases	8601119	Eur J Sex Transm Dis	0261-5622
15252	Ginecologia clinica	8600742	Ginecol Clin	0392-2944
15253	Australian journal of sex, marriage & family	8600620	Aust J Sex Marriage And Fam	0159-1487
15254	European journal of population = Revue europeenne de demographie	8511777	Eur J Popul	0168-6577
15255	European demographic information bulletin / European Centre for Population Studies	8508353	Europ Demogr Inf Bull	0046-2756
15256	Farmacia clinica	8508358	Farm Clin	0212-6583
15257	International journal of adolescent medicine and health	8506960	Int J Adolesc Med Health	0334-0139
15258	Journal of gynaecological endocrinology	8506964	J Gynaecol Endocrinol	1120-3536
